"","title","point","review"
"181","덕구","10","어린시절 누구나 기억하는 내편나의 모든걸 다 받아주신 내편할아버지 가슴에 자연스럽게 뭍혀있는기억을 다시 생각나게 하는 영화네요다시 어린시절 국민학교 때로추억을 되살아나네요"
"182","미나리","8","음악이 잔잔하고 데이빗 넘 귀엽습니다"
"183","꾼","10","넷플릭스에 있길래 우연히 봤는데 생각보다 넘 재밌네요. 마지막 엔딩 장면보니 시즌2도 나올것 같은데.. 제작 예정이시라면 빨리 크랭크인 해주셨으면 좋겠네요.. 넘 재밌게 봤습니다!"
"184","꾼","10","넷플릭스에 있길래 우연히 봤는데 생각보다 넘 재밌네요. 마지막 엔딩 장면보니 시즌2도 나올것 같은데.. 제작 예정이시라면 빨리 크랭크인 해주셨으면 좋겠네요.. 넘 재밌게 봤습니다!"
"185","변신","10","엔딩 음악만이 구슬프고 서글프다."
"186","기생충","1","너무 별론데...  봉준호..  설국이나 기생충같은 억지로 교훈 줄려는 영화 그만 만들고.. 살인의 추억 같은 영화를 만들어라.."
"187","미나리","8","영화 좋았습니다 함께 힘내서 살아가는모습이 위로가 됐네요"
"188","미나리","8","어려운 시대를 담담히 풀어나갔거 같습니다."
"189","미나리","8","어려운 시대를 담담히 풀어나갔거 같습니다."
"190","미나리","9","영화 도입부부터 나오는 OST 영화에 빠져든다. 척박한 땅을 개척해 나가는 모습~ 우리민족이라는게 자랑스럽다."
"191","최미역행","1","뭔 내용인지도 모르겠고 내용도 중뽕이랑 지들 잘 못 덮으려는게 너무 환하개 보여서 역겹다"
"192","이터널 선샤인","9","22살때 봤을땐 뭔 내용인지도 모르고 이게 왜 명작인가 싶었는데 딱10년후 32살때 다시보니 전부 이해간다 왜 명작인지 알겠다"
"193","이터널 선샤인","9","22살때 봤을땐 뭔 내용인지도 모르고 이게 왜 명작인가 싶었는데 딱10년후 32살때 다시보니 전부 이해간다 왜 명작인지 알겠다"
"194","장난스런 키스","6","관객들에게 장난스럽게 로맨스."
"195","당신을 오랫동안 사랑했어요","10","아 너무 좋다... 프랑스 영화는 영상미만 예쁘다고 생각했었는데.. 잔잔한 흐름도 마음에 들었고 나오는 비지엠들마다 다 좋았음.. 영화 크레딧이 올라가고 비지엠 듣고 싶어서 끝까지 본 영화"
"196","미쓰백","9","세상안 아무리 지옥같은 인생이라도 사랑의  구원자는 있었다. 사랑이란...장면, 장면중 보는내내 가슴이 아파 결국 눈물을 남겼다.연출, 연기, ost 다 좋음!"
"197","미나리","6","오늘 미나리 영화 개봉해서 넘좋네 조만간에 영화 보러 올것 요즘 코로나 땜에 영화 보러 가지 못했음 코로나가 얼른 끝나기 바람 ㅋㅋ"
"198","미나리","6","오늘 미나리 영화 개봉해서 넘좋네 조만간에 영화 보러 올것 요즘 코로나 땜에 영화 보러 가지 못했음 코로나가 얼른 끝나기 바람 ㅋㅋ"
"199","극장판 귀멸의 칼날: 무한열차편","10","휴... 빨리 다음편 마렵다구요!! 넷플릭스에서 무한열차 전까지 다 나와서 이틀밤 세서 보고 얼릉 영화보구 뒤에 이야기는 만화로 다 봤습니당  스토리는 물론 너무 좋지만 영상미가 완전 눈이 즐거우요. 너무 재밌었어요"
"200","그린 북","10","그린북 열번 정도 봤습니다. 다들 꼭 보시길 바랍니다"
"201","아일랜드","8","지금보니 현재가 더발달됐네ㅋㅋ장기만 복제하자"
"202","북스마트","4","굳이 끼워넣은 동성애코드는  꼭 이영화 내용전개에 필요했나  싶음그것도   쥐같이 생긴  남자초딩 같은  여자애를  쿨하다면서  반하는게  너무 어이없었음200석  영화관에서   나포함  두명이서 봤는데  십오분쯤 지나니까 다른분이 나가서  나혼자보는데  어두운데 나혼자있으니 좀 무서웠음"
"203","극장판 귀멸의 칼날: 무한열차편","10","아말해뭐해가나다라마바"
"204","해피 투게더","10","너무나 복합적인 영화인거같다."
"205","미나리","10","윤여정 배우님 연기 정말 최고입니다."
"206","블레이드 러너 2049","10","이제야 구매해서 봤는데 영화관에서 못본게 너무너무 안타깝네요... 영화관 스크린에 사운드로 봤으면 지렸을듯..ㅠ"
"207","미나리","9","내밀하고 진솔한 경험이 우리 삶의 놀라운 찬가가 되다."
"208","구라, 베토벤","10","제 인생 두번째 독립영화에요. 강추에요. 지루하지 않게 잘 봤어요"
"209","미나리","10","미국은 애초에 태생적으로 “이민자”의 나라다.. 아메리칸 드림을 이뤄내고자 하는 다양한 인종의 사람들이, 저마다의 사연을 가지고, 그들의 장점들을 최대한 되살려 직업에 종사했고, 결과적으로 세계 최강국의 원동력의 중요한 한 부분이 되었다. 그 중 분명 이민자의 서러움을 이겨낸 가족의 힘도 포함돼 있다..."
"210","몬스터 헌터","10","이거...게임 원작이예요...  스토리가 이상하네?! 싶었는데 게임 원작이고 몬스터도 게임에 나오는것들.... 영화끝나고 찾아보니 이해가 가더라구요. 아무런 배경지식없이 보신분들 읭(?) 할 수 있지만, 눈요깃거리로는 나쁘지않아요. 평점테러가 많아서 10점 줍니다. 유플티비로 결제하고 봤어요~"
"211","극장판 귀멸의 칼날: 무한열차편","8","원작을 뛰어넘는 작화, 실사 영화와 같은 영상미가 끝내줬습니다. 칼이라는 다른 문화에서는 이질적인 요소를 따뜻한 영상과 스토리로 풀어낸 수작이라고 생각합니다."
"212","극장판 귀멸의 칼날: 무한열차편","10","아무것도 모르는 상태에서 봤는데도 몰입감 있고 재밌었습니다!"
"213","디스터비아","1","처음에 주인공 극혐이네 망원경으로 여자 관찰 하는거 토쏠리네 그 얼굴로"
"214","라따뚜이","7","아메리칸쉐프 보세요~"
"215","철없는 아내와 파란만장한 남편, 그리고 태권소녀","8","사실 이런영화... 많아져야합니다! 감독의 정신세계가 궁금해지는 영화"
"216","승리호","1","cg만 신경썼나봄 외국에선 어떻게 볼지 창피하다"
"217","승리호","9","한국배우만 나왔으면 어색했겠지만 이런 배경에 외국인들도 많이 나오고 그 속에 한국인이 잘 스며들어 자연스러워 보였음. CG는 국내 영화중 역대급이었고. 스토리는 평타. 송중기 연기실력이 더 는거같음. 연기력도 다들 굳. 스토리는 평범하긴 했지만 송중기가 회상씬 연기가 좋아서 나름 감동적이었음."
"218","코드명 J","5","2021년에 일본이 세계패권을 잡는걸 당연하게 생각했던 시대..1995년!"
"219","나는 내일, 어제의 너와 만난다","10","누군가에겐 처음이 가슴 아프고 끝은 설렌다"
"220","몬스터 헌터","3","아니 ㅜㅜ CG, 연출 좋은데 원작을 살렸어야지 시공간을 왜 이동한거냐? 아 왜!"
"221","극장판 귀멸의 칼날: 무한열차편","10","영화관 상영 끝나기전에 꼭 보세요!"
"222","궁합","1","희대의 거품 연예인 이승기. 연기도 못해 노래도 어정쩡."
"223","극장판 귀멸의 칼날: 무한열차편","10","최근에 본 애니중 최곱니다하나도 부족함없이 절 채워줬네요시즌2 유곽편 TV방송 눈빠지게 기다리는중입니다무한열차 보시기전 시즌1 애니 꼭 보시고 관람하시면 제가 느낀 느낌 그대로 받으실거라고 생각합니다"
"224","극장판 귀멸의 칼날: 무한열차편","5","헉 오덕들 아직도 많네 ㅋㅋㅋㅋ 반일불매운동도 이제 거의 끝나가는듯 하구만"
"225","더블패티","2","이걸봐? 대단하네 보는사람들 무슨 생각으로 보는걸까나?"
"226","스파이","9","문소리 아줌마 연기 현실성 오짐ㅋㅋ"
"227","미션 파서블","6","모르겠어요 도대체 무슨"
"228","터미네이터: 미래전쟁의 시작","4","몇 번을 봐도 각본이 쓰레기라는 점만 확인한다. 애초에 마커스라는 캐릭터는 없어야 했고, 존 코너와 카일 리스 위주로 암울한 미래를 충실히 그려냈어도 충분했을 텐데. 시작 40분만에 등장하는 거대 로봇과 오토바이 로봇 장면이 전부. 다시는 안보기 위한 평점을 남긴다"
"229","6월의 일기","5","좀 더 짜임새있었으면 괜찮은 스릴러가 되었을텐대. 아쉽"
"230","극장판 귀멸의 칼날: 무한열차편","10","렌고쿠 돌려주세요...."
"231","입을 연 석류","10","배경이 추억을 돋게 하는 한국명작.  차분하게  당시의  버스.택시.서민들의 집. 다방. 술집. 나이트크럽 등등  당시의 여러 부분을 보면서  의외로 재미가 있는 작품."
"232","콘스탄트 가드너","8","코로나도 혹시 제약사들의 빅플랜?"
"233","고백","10","저예산 독립영화를 cgv에서 볼수있어서 좋았고 낯선얼굴의 연기자들의 연기가 신선했고 연출 영상미 좋았고 박하선씨 자전거타는모습이 예뻤습니다"
"234","몬스터 헌터","1","보면서 영화 불가사리+에이리언2020+레인오브파이어 생각났음ㅋ 생김새만 다르고 특징 그대로 따온 몬스터들ㅋㅋ 개인적으로 여기서 밀라요보비치 연기도 별로... 그냥 영화 전체적으로 별로임ㅋ 메가로돈 본 뒤로 중국자본영화 믿고 거른다 였는데 지인때문에 뭔지도 모르고 봤다가....ㅋ 심지어 쿠키영상도 있음ㅋ 2탄 예고인듯?ㄷㄷㄷ"
"235","미션 파서블","10","진짜 세상 개재밌음 이  영화를 보면 다들 김영광한테 빠짐 진짜 김영광은 꾸미는거보다 후질근 한게 더 잘생긴거같다 진짜 사랑스러움 ㅠㅠ"
"236","리틀드래곤 코코넛2: 정글대탐험","2","아이와영화는거의다봤지만이렇게재미없고지루한영화는처음이였어요..영화좋아하는우리아이도 계속재미없다고지루하다해서 중간까지보다가나갔네요다른 애니메이션은 아이들뿐아니라제가봐도집중되고 재밌던데이건 영.. 실망스럽네요"
"237","이웃집 스타","10","진짜 재밌다 진짜 내인생 영화이다"
"238","소울","10","디즈니의 화려한 애니메이션과 별개로, 내용만 봤을 때, 너무 이상적이어서 괴리감이 들었다. 그래서 평점대비 그저 그런 영화라고 생각하고 나왔다. 근데 영화를 보고 나서 바람을 맞을 때, 햇살을 맞을 때, 바람이랑 햇살이 시원하고 따뜻하게 ""느껴진다"". 잠시 멈춰서 햇살과 바람을 느끼게 된다. 세상을 이렇게 순수하게 살 수 있다면 얼마나 좋을까."
"239","카오스 워킹","6","티비광고보고 7년만에 보러간 영화라 너무 기대가 컸나봅니다. 광고에서는 엄청 긴장되고 스펙타클 해보였으나 영화보는 내내 언제쯤 그런장면이 나오는지 기다리다  영화가 끝나네요요즘 영화들이 이제 안방용 영화들인가 봅니다.티비에 올라오면 봐도 될뻔한 영화였어요 메인주제 자체는 참신했으나 스토리 연개성이 떨어지는 편이었어요기억에 남는게 별로없는 영화였습니다."
"240","극장판 귀멸의 칼날: 무한열차편","10","마지막 10분 좀 넘는 전투씬은 역대 본 애니 중 최고였습니다."
"241","나이브스 아웃","10","돈보다 사람을 중시할 때 돈은 그냥 따라온다."
"242","날씨의 아이","10","모든게 완벽했던 영화다 .. 신카이마코토는 단언컨대 천재이다/.. 모든 장면과 인물 하나하나가 사회에서 볼수있는 공감적인요소들이 많아서 더 몰입할수있었다 ..특히 날씨의아이 ost는 정말 좋다.. 그랜드이스케이프틀때 온몸에 전율이 흐르면서 숨죽이면서 보았다  내마음속 영화 1위이다"
"243","반드시 잡는다","4","스토리가 너무 진부하다.."
"244","짝패","10","액션신이 최고입니다 ㅎ헤"
"245","새해전야","1","2021년도에 이런 영화가 나올 수 있다니 그저 신기할 뿐... 아니 왜 평점 빵점이 없는 거야. 1점 주는 것도 아까워보긴 정말 처음이다. 에휴.. 정신차려라 진짜 이런 걸 영화라고 만들고 싶냐? 오글거리는 게 문제가 아니라 그냥 이런 건 스크린에 걸면 안되는 거야. 연기도 평가가 안 되는 영화야. 영화가 너무 구리고 구닥다리라 그냥 다 못 해보여서. 타겟으로 삼은 연령층이 영유아기 연령이라면 이해가 가능하긴 해."
"246","소울","10","일단 보세요"
"247","소울","10","나중에 나에게 아이가 생긴다면, 꼭 같이 보고 싶은 영화"
"248","승리호","10","넷플릭스에서 봤는데 영화관에서 안본게 후회될 정도로 너무 재밌게봤어요 아역들의 연기와 승리호의 주연들 케미가 장난 아니네요 연출력, 스토리 또한 탄탄해서 시간가는줄 몰랐어요 진짜ㅠㅠ꽃님이 순이 꽃길만 걸었으면♡"
"249","극장판 귀멸의 칼날: 무한열차편","10","미쳤어요 귀칼애니부터 진짜영상미오짐 제발빨리2기방영부탁드립니다 현기증나요"
"250","미션 파서블","10","배우분들 연기를 잘해서 양화도 재밌습니다"
"251","미션 파서블","8","남편이 깔깔웃으며 보더니만 나와서는 지도 비밀요원이라고함 멋졌나봄"
"252","기생충","8","슬픈현실이었다. 우리는 모두 기생충이었고 현실표현이 잘되었다."
"253","미스터 고","8","이 영화는 평점이 지나치게 낮은듯. 쿵푸허슬 같은 코믹 판타지인데, SF 블록버스터 잣대를 들이댄건 아닌지. 물론 김용화 특유의 코믹신파가 스토리를 더 망치긴 했지만. 제발 신파 좀 버리길. 징징은 그만."
"254","죽지않는 인간들의 밤","10","와 진짜 기대안하고 킬링타임용으로 틀어서 봤는데 너무 재밌네요ㅋㅋㅋ"
"255","라스트 레터","7","슬펏다. 지워지지 않는 사랑의 기억의 덧없음이여..."
"256","특수부대 전랑2","1","내용 개ㅎㅌㅊ 눈버림 그냥 안보는거 추천"
"257","라스트 레터","2","감성은 90년대 그대로. 하고있는 이야기도 그때 그대로. 디렉팅도 했던만큼만 했어도 봐줄만은 할텐데. 표현력은 수준이 퇴보한듯"
"258","완벽한 타인","10","많은것을 깨닫게 해주는 영화입니다 사회적 비판 요소도 적절히 들어가있고 몰입도가 높아 재밌게 보았습니다."
"259","극한직업","10","보는 내내 다른 생각 안하게 해주는 기분좋은 영화였어요 감동과 의미를 전달하는 영화도 좋지만 이렇게 코믹하게 웃게해주는 영화도 너무 좋네요"
"260","특수부대 전랑2","1","수준낮은 짱kkae 국뽕영화"
"261","레드 히트","8","코미디 아님, 네이버는 영화좀 보고 장르 선정해줄래?"
"262","82년생 김지영","9","하도 욕 하길래 안 보다가 이제야 봤는데좋은 영화네요 재밌게 잘 받습니다"
"263","극장판 귀멸의 칼날: 무한열차편","10","아...진짜 띵작 ㅠㅠㅠ 렌고쿠 사랑해.."
"264","플라이트","10","덴젤워싱턴의 알코올중독 연기가 끝내준다. 개인적으로 로버트 저메키스 감독의 다른 영화들보다 훨씬 더 좋았다."
"265","먼 훗날 우리","10","배경 ,영상미, 음악 , 배우들 연기 다 미쳤다 오랫만에 첫사랑 감정 느끼게 해 준 너무 아름다운 영화 , 인생영화 한편 저장"
"266","해피 디 데이","10","강아지는 사람보다 사람마음을 더 잘 아는...절대로 배신하지 않는 친구 입니다. 너무 재밌고 사랑스런 영화에요"
"267","라스트 레터","7","여주는 이뻤다"
"268","국제수사","1","감상포인트 없음은 왜 없는거죠? 너무 유치하고 재미없었습니다."
"269","투모로우","10","진짜 이영화가 현실이 될까봐 무섭다ㅠ"
"270","매그놀리아","10","행복을 제외한 모든 감정들을 소름끼치게 느낄수 있었다."
"271","허트 로커","9","와 긴장감이랑 몰입감 최고감히 '라이언일병구하기'와 더불어내가 본 최고의 전쟁영화"
"272","카고","10","막판에 폭풍 즙 짜냈다...죽어서까지도 딸 사랑ㅠㅠ아빠엄마 몫까지 잘 살아야 돼, 로지ㅠㅠ"
"273","혈의 누","10","한국 영화중 최고다"
"274","카오스 워킹","5","이병헌이 백X산에 출연하는거나...매즈 미켈슨이 이 영화에 출연하는거나...도찐개찐(웃음)"
"275","유전","10","우리 이영화 안본걸로합니다."
"276","승리호","10","재밌따 꽃님이 너무 기엽다"
"277","#살아있다","6","음... 걍 개연성읎구, 죙일 집에만 있다가, 잠깐 다른 집갔다가 옥상올라가고 끝나서,,,싱겁고,,, 시간도 짧긴 한디, 걍 시간때올때 볼만해유~~ 진짜 좀비 연기자들이랑, 유아인이 연기덕에 봤다"
"278","방라잔 2 : 결전의 날","9","방라잔2결전의날 짱"
"279","용순","1","시나리오 개판에 배우들 연기 개판에 심지어 매력도없어서 몰입력을 저하시킴 ; 이딴영화 상준 영화제는 뭔생각인지"
"280","베리드","7","산소야 고마워 산소야 고마워"
"281","변신","9","뭔가 부족한게 한두개 있는 느낌이지만 괜춘괜춘"
"282","몬스터 헌터","2","게임의 실사화는 사실 사일런트힐 이외에는 별 기대하지않는다는 점을 감안하고 감상해도 이건 좀 이상타 리오레우스 다아블로스 네르스큐라 고어마가라는 놀라울정도로 CG나 모션디테일, 포효까지 게임과 비슷하게 구현해서 몰입감이 생길뻔하다가도 생태계 구현포기, 스토리 전개 포기, 세계관 구현 포기 등등 정작 중요한 부분이 너덜너덜하다.또 OST는 누가 만든건지 정말....이런거 왠만하면 안남기는데 이거는 참....각 몬스터 CG 구경 빼곤 아무리 쥐어짜도 칭찬거리가 없는 영화."
"283","완벽한 타인","10","실은 얘네 별로 안친한듯 합니다"
"284","세자매","9","많은 생각을 하게 해주는 영화입니다몹시 불편하면서도 동시에 북받쳐 눈물이 나네요"
"285","극장판 귀멸의 칼날: 무한열차편","10","가정교육의 중요성 매우 중요합니다"
"286","미져리","10","30년된 영환데 지금 봐도 너무 재밌음 ㅋㅋㅋㅋ 애니 넘 무섭"
"287","라플라스의 마녀","2","일본은 배우 대부분 연기가 부자연스러움. 그래서 안 봤음."
"288","에반게리온: Q","8","방심하다 깼다"
"289","해바라기","10","소피아 로렌 영화 찾아보다 . 뜨악 이영화 보다 사랑이 너무 슬퍼서 울었네요 꼭보세요"
"290","세자매","10","어휴.. 진짜 대한민국 대변영화인줄 ㅠㅠ 모든 장면이 다 현실이고 울컥한다옛날에 자식들에게 하는 표현 방식들은 왤케 폭력적이였으까요 ㅠ지금 부모님들이 보면 마음에 위로를 받으시지 않으까 하는 영화 인거 같아요 주연조연할꺼없이 연기라고 안 믿길 만큼 표정부터 대사하나까지 너무 좋았던 영화!!2020년 올해를 이 영화로 시작하는 느낌입니다"
"291","더 서클","8","서클 최고경영자 둘을 엿먹이는 영화. 서클 안의 사람들은 모두 호호하하 즐겁기만하다. 하지만 주인공은 그렇지가 못하다. 잠재력은 높지만 할 줄 아는 것은 아무것도 없는 신입사원 백명 중의 한명일뿐. 서클러가 되기 위해 고군분투하지만 무엇인가 상황은 꼬여만간다. 그리고 결국 서클러가 되는데... 구글과 유튜브를 모티브로 한 것 같지만 사회비판적이라기 보단 기술로 인한 디스토피아적인 상황을 그려내고 있다. 그래서 회사이름이 서클이고 유튜브는 트루유가 된 거 같다. 그렇다고 서클이 무슨 일을 하는 회사인지는 정확히 모르겠고 트루유도 정확히는 유튜브가 아니다. 하지만 그와 상당히 닮았다. 사슴 킬러!! ㅎㅎ 왠지는 모르겠지만 디어헌터를 이 영화를 본 사람들에게 추천해주고 싶다."
"292","원더 우먼 1984","10","엄마랑 같이 봤씁니다 평점이 너무 안좋아서 볼려다가 안보려했는데 그냥 봤는데 너무 재밌게봤어요 저희는;;진심으로;;; 감동적이고 메세지도 좋고 갈 가돗 너무 이쁘고 액션도 좋고 연기도 좋고 전 다 좋았어요;;"
"293","간츠","6","이건...원작을 본 내 잘못을 탓할께...원작을 안봐야 좋은 영화"
"294","브로큰 플라워","6","기묘하게 잘 어울리는 빌 머레이와 OST."
"295","죽지않는 인간들의 밤","7","비급호러나 병맛을 좋아하는 취향이라 나름 재미나게 봤음 ㅎㅎㅎ호불호가 있겠지만,  한국에 드문 장르라 개취로는 굿"
"296","클래식","10","인생 영화중  한편이지요.  정말  살인적인  연기력과  빨려드는  스토리와 슬픔."
"297","워터월드","10","개봉당시엔 말도안되서 저평가 받고 지금은 현실이 될거같으니 고평가받는듯"
"298","파이브 피트","10","그냥 이런 영화 보면 눈물이 좔좔 흐른다다른 로맨스들과 클리셰는 비슷할 지언정 이런 잔잔한 감성은 확실히 다른 듯"
"299","PMC: 더 벙커","10","넷플로 봤는데 3년간 본 영화 중 최고입니다.총과 전쟁이 주 스토리라 여자분들은 재미가 반감될수 있으나 남자분들은 강추 드립니다.북한이나 미국이나 뭐 정치적인 거는 다 떠나서....영상이 너무 좋습니다."
"300","그린 마일","10","어미어마한 명작이다! 감동에 또 감동..이런 인생 명작 이제서야..2021년에야 봤다.."
"301","극장판 귀멸의 칼날: 무한열차편","1","너무 역겹습니다 이런 일뽕에 차서 욱일기 사용하는 작가의 작품을 무비판적으로 수용하는 사람들이 너무 많다니 사람들이 점점 멍청해져 가는 것이 맞는 것 같습니다. 이거 보는 사람들 제발 정신 차리시고 책을 읽으시던지 산책을 하세요 제발 공부도 좀 하시고 운동도 하시는데 제발 일뽕 애니에 빠져서 정신 못 차리지만 마세요 연출 연기 스토리 영상미 OST 다 쓰레기 같습니다"
"302","니나 내나","10","분위기와 흐름이 자연스럽고 끝내 아름답고 사랑스러운 영화"
"303","해피뻐스데이","10","한씬 한씬 궁금해서 계속 보게되는 영화.."
"304","레드 닷","2","아 진짜 개는 건드리지 마라ㅡㅡ"
"305","온리 더 브레이브","7","일반인들이 알 수 없었던 소방관의 새로운 면모를 보여준 영화스토리가 전형적이긴 하나 볼 만은 하다"
"306","굿 윌 헌팅","10","It’s not your fault."
"307","군도:민란의 시대","10","잼있네. 시간 가는 줄 모르고 봤어."
"308","셰이프 오브 워터: 사랑의 모양","6","불필요한 장면과 어설픈 개연성과대평가 받은 작품"
"309","프리즈너","1","25분 버텼다 ㅜ.ㅜ 너무 하노 진짜 ㅋㅋㅋ"
"310","완벽한 타인","10","이 영화는 그냥 최고다... 몇번을 봐도 안 질리네"
"311","머니백","9","가볍게 보려했는데 연출과 코믹 케미 작렬"
"312","아수라","10","아니 이렇게 명작이 평점이 왜이리 낮음? 개 잼있는데.. 처음에 본것보다 두번째보니 명작이였네.."
"313","서치","7","인종주의적 설정의 한계."
"314","지구를 지켜라!","10","와 이런 영화가 있었어?.. 최근 신하균 배우님 연기에 빠져서 작품 찾다가 보게된영화 이건 장르가 뭐죠?.. SF 라고만 단정 짓기엔 미스터리 스릴러에 고어한 느낌도 있고 사회적 현실도 적절히 잘 반영된 블랙 코미디?.. 러닝 타임동안 이 영화의 온도차가 들쑥날쑥 하지만 전혀 이상하지 않은건 이캐릭터의 이배우들이 였기에 가능했던게 아닐까 정말 지구는 누가 지키죠? 여운이 오래 남아 몇번 더 찾아 보게 될듯 리메이크 희망해봅니다"
"315","마담 싸이코","8","스릴있는 영화지만 뻔한 스토리와 결말이 예상되는 내용 나쁜년 연기는 훌륭했다.발연기는 일품ㅋㅋ"
"316","미션 파서블","10","김영광 잘생겼다"
"317","향수 - 어느 살인자의 이야기","10","천재는 미친놈인 것 같아요"
"318","굿바이 그레이스","5","가족을 잃은 슬픔의 순간을 잘 전달하고 있는데, 전반적으로 무난하고 특색이 없다는 것이 단점이다."
"319","극장판 귀멸의 칼날: 무한열차편","10","재밌습니다 작화가 좋아요"
"320","남자가 사랑할 때","10","남자가 눈물 흐르게 만들었네요"
"321","러빙 빈센트","10","영화에서 연출된 모든 것이 서로 시너지를 내면서 작품을 완벽하게 만들었다 한가지 아쉬운건 내가 이 영화를 영화관에서 못 본거.."
"322","배드 사마리안","2","기대안하고 봤는데 너무 별로에요. 90년대에 복붙처럼 막 찍어댄 흔한 스릴러느낌. 괜찮은 소재였는데..감독이 못살렸어요. 소재가 너무 아깝습니다."
"323","뺑반","1","뜬금 신파야 참겠는데... 1도 없는 개연성... 허술한 액션... 의미없이 감수하는 위험.... 못 봐줄정도다.... 차뒤에 서서 쏴도 되는걸 굳이 길막고 쏘다 피하고... 온갖 복선이 다 너무 튀어서 앞날이 너무 뻔한데 차 액션도 구려... 긴박감도 없고... 염정화 역할도 오바스럽고... 아니 이 배우들 가져다 이렇게 낭비하는게 ㅋㅋㅋㅋ 진짜 그것도 기술이다... 연출력이 진짜 대박임... 어쩜 이리 재미없게 만드는지... 너무 뻔하게 흘러가는데 인물들의 행동이 다 그냥 맹목적이다. 맹목적으로 착하고 나쁘고 선하고 정의감넘치고... 그와중에 반전들마저 어설프고... 액션은 속도감대신 축축쳐진다. 배기음이 강렬하다고 속도감이 붙는게 아님... 중학생 수준의 스토리에... 제일 문제는 감독의 연출... 찍어놓고 아까워서 늘어난 영화시간까지... 뭐 괜찮은게 하나도 없다..."
"324","나이브스 아웃","10","위트가 살아있는 추리영화이며 한사람의 선한마음만으로 감동을 주는 영화"
"325","벤자민 버튼의 시간은 거꾸로 간다","10","2008년 개봉 당시 보고싶었던  그리고 청춘일때 봤다면 어떤 감정이 였을까 그리고 나에게 어떠한 영감을 줬을까2021년 지금. Bravo my life후회없이 도전하고 즐기며 성취하여 모든것을 사랑하라.그리고 벤저민처럼 나의 유산 기록은 꼭 남기자기록은 기억을 지배하니까"
"326","몬스터 헌터","3","어차피 후속편 만들거였으면 세계관과 드라마에 대해 고민해보는게 좋지 않았겠어? 뭐 내용이 읍써도 너무 읍다야!"
"327","덕구","10","뻔한 눈물장전 결말일줄알았는데 그렇지았않아서 좋았다. 엄마의 소중함을 다시한번 느낀영화."
